264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,154,155,155,155,155,155,155,155,155,155,156,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,176,181,199,199,199,199,199,199,199,182,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,176,178,264,264,264,264,264,264,176,203,155,155,155,155,155,155,155,204,203,155,155,155,155,155,155,155,155,155,204,178,264,264
264,176,178,264,264,264,264,264,264,198,199,199,199,199,199,199,199,199,182,181,199,199,199,199,199,199,199,199,199,199,200,264,264
264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,176,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,176,203,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,204,178,264,264,264,264,264,264,264,264,264,264,264,264,264
264,198,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,200,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
